word,related fact 
gasol,"On February 1, 2008, Memphis traded Gasol to the Los Angeles Lakers along with a 2010 second round draft pick for Kwame Brown, Javaris Crittenton, Aaron McKie, the rights to Marc Gasol (Pau's younger brother), and 2008 and 2010 first round draft picks."
gasol,"Listed at 7 feet 0 inches (2.13 m),[a] Gasol was athletic for his size, allowing him to play both the power forward and center positions, much like fellow European players Toni Kukoč and Dirk Nowitzki."
gasol,"""[130] Gasol canceled his original plans to observe a surgery when he came down with a low-grade fever the day before the operation, not wishing to risk infecting anyone at the hospital."
gasol,"Bothered by tendinitis in both knees since training camp, Gasol sat out eight games in December before returning to the starting lineup."
gasol,"In April 2010, Gasol was scheduled to sit in on a spinal surgery, wearing surgical scrubs, with Dr. David Skaggs, the hospital's chief of orthopedic surgery."
gasol,"After the trade fell through, Gasol vowed that it would not affect the way he played."
gasol,"In his first season with the Grizzlies, Gasol became the first foreign player to win the NBA Rookie of the Year Award,[19] and was named to the NBA All-Rookie First Team."
gasol,Kobe Bryant has also stated that playing with Gasol clicked from the start.
gasol,"Gasol helped the Lakers finish the regular season with the best record in the Western Conference (57–25), with him in the starting lineup the Lakers went 22–5."
gasol,"On September 7, 2017, in a game against Hungary, Gasol became FIBA EuroBasket's all-time leading scorer, passing Tony Parker with 1,033 points."
gasol,"Along with his brother Marc Gasol, he has received the Special Recognition Prize from Estrategia NAOS for the work of the Gasol Foundation for fighting childhood obesity."
gasol,"After being traded to the Lakers, Gasol lived in Redondo Beach, across the street from the shoreline."
gasol,"On January 24, 2007, Gasol recorded his second career triple-double against the hosting Utah Jazz, garnering 17 points, 13 rebounds, and 12 assists."
gasol,"On February 23, 2021, Gasol returned to Spain to play in Liga ACB club FC Barcelona."
gasol,"On October 5, 2021, Gasol announced his retirement from professional basketball."
gasol,"Internationally, Gasol has won a FIBA World Cup title, three EuroBasket titles, two Olympic silver medals, and an Olympic bronze medal with the Spanish national basketball team."
gasol,"After Lakers co-captain Derek Fisher was traded in March 2012, Gasol joined Bryant as co-captains of the team."
gasol,"On February 9, Gasol was named as Jimmy Butler's replacement on the 2016 Eastern Conference All-Star squad."
gasol,Gasol had the worst post season performance of his career.
gasol,"Gasol was also the highest-scoring player of the 2004 Summer Olympics,[121] and Spain's flag bearer at the opening ceremony of the 2012 Summer Olympics, replacing the injured Rafael Nadal."
gasol,"Since the tournament opened to NBA players at the 1994 tournament for the first time, NBA players have won six of the seven MVP trophies awarded – Shaquille O'Neal for the United States in 1994, Germany's Dirk Nowitzki at the 2002 tournament, Spain's Pau Gasol at the 2006 tournament, Kevin Durant for the United States at the 2010 tournament, Kyrie Irving for the United States at the 2014 tournament and Spain's Ricky Rubio at the 2019 tournament."
gasol,"In 2014, Gasol was named to the All-tournament team of the 2014 FIBA Basketball World Cup."
gasol,"Gasol scored 14.7 points per game on .532 shooting in the 2008 Finals against the Boston Celtics, which was below his scoring average of 18.9 during the regular season, However, he led the Lakers in rebounding with 10.2 per game throughout the championship series,[44] up from his regular-season average of 8.4."
gasol,"In Game 7 of the NBA Finals against the Boston Celtics, Gasol scored 19 points, (6–16 FGM-A, 7–13 FTM-A) grabbed 18 rebounds and recorded two blocks as the Lakers repeated as champions."
gasol,"On December 5, 2015, Gasol became the 116th player to reach 1,000 regular-season games."
gasol,Gasol was expected to miss the remaining three games of the Lakers' road trip after x-rays came up negative.
gasol,"During the 2011–12 NBA season, Gasol and teammate Lamar Odom were subjected to trade rumors involving former New Orleans Hornets guard Chris Paul."
gasol,"Marc was drafted by the Los Angeles Lakers, 48th overall, in the 2007 NBA draft and his rights were traded to the Memphis Grizzlies, as part of the deal that sent Gasol to the Lakers."
gasol,"Gasol scored 40 points in the semifinal against France, which was half of his team's points."
gasol,"When Gasol was born, his family was living in Cornellà, although he was born in Barcelona, at Sant Pau Hospital,[8] where both of his parents worked."
gasol,Gasol is also the all-time leading scorer in the EuroBasket.
gasol,"On March 3, 2019, Gasol signed with the Milwaukee Bucks."
gasol,"Since June 2019, Pau Gasol has been a member of the Advisory Council of Spanish Sport (CADE), which is part of the Association of Spanish Sport (ADESP)."
gasol,"On January 2, 2009, in a win against the Utah Jazz, Gasol scored his 10,000th career point."
gasol,Lakers Hall of Famer and ESPN analyst Magic Johnson cited Gasol as a possible trade option for the Lakers to acquire Magic center Dwight Howard.
gasol,"Gasol won two NBA championships, both with the Los Angeles Lakers back-to-back in 2009 and 2010."
gasol,"After appearing in the first nine games of the 2018–19 season,[106] Gasol missed the next 26 games with a stress fracture in his right foot."
gasol,"Gasol earned his third All-Star appearance as a reserve for the Western Conference and finished the regular season with averages of 18.3 points, 11.3 rebounds, 3.4 assists, and 1.7 blocks."
carter,"During his NBA career, Carter continued his coursework at North Carolina, and in August 2000, he graduated with a degree in African-American studies."
carter,Carter continued to receive similar treatment for years to come in the town that once embraced him.
carter,"Carter helped the Magic reach the Eastern Conference Finals, where they were defeated 4–2 by the Boston Celtics."
carter,"On July 10, 2017, Carter signed a one-year, $8 million contract with the Sacramento Kings."
carter,"In the Grizzlies' regular-season finale on April 12 against the Dallas Mavericks, Carter played in his 1,347th game and passed Kobe Bryant for 13th in regular-season games played."
carter,"On January 11, Carter hit his 1,989th career three-pointer to move ahead of Jason Kidd and into fifth on the all-time list."
carter,Carter helped lead the Nets to the second round of the playoffs before losing to the eventual NBA champions Miami Heat in five games.
carter,"On March 29 against the Indiana Pacers, Carter passed Ray Allen for 22nd on the NBA all-time scoring list."
carter,Carter and Kidd carried a shallow roster on a 15–4 run to end the season to make the playoffs.
carter,"Raptors general manager Masai Ujiri referred to Carter in April 2014 as ""one of the symbols of the Toronto Raptors."
carter,"Carter appeared in 51 games with 41 starts, averaging 13.5 points while shooting 42 percent."
carter,Carter played for head coach Kelvin Sampson on the United States men's national under-19 team at the 1995 FIBA Under-19 Basketball World Cup in Athens.
carter,"Carter played in 73 games during the 2003–04 season, but the Raptors fell three games short of making the playoffs."
carter,"After finishing second behind Tim Duncan in the 2014–15 season, Carter was awarded with the Twyman–Stokes Teammate of the Year Award for the 2015–16 season."
carter,"On February 15, in a game against the New Orleans Pelicans, Carter passed Allen Iverson for 23rd on the NBA all-time scoring list."
carter,"At 42, Carter became the oldest player in NBA history to play at least 45 minutes in a game."
carter,"On April 20, 2012, against the Golden State Warriors, Carter became the eighth player in NBA history with 1,500 3-pointers when he made one in the closing minutes."
carter,"On February 13, 2013, in a 123–100 win over the Sacramento Kings, Carter scored 26 points to pass Larry Bird on the NBA's career scoring list, moving him into 29th place."
carter,"On December 17, 2014, Carter scored a season-high 18 points in a 117–116 triple overtime win over the San Antonio Spurs."
carter,This move reunited Carter with former Nets teammate Jason Kidd.
carter,"Voters in the Commonwealth have supported the previous three Democratic candidates elected to the White House in the late 20th century, all from Southern states: Lyndon B. Johnson (Texas) in 1964, Jimmy Carter (Georgia) in 1976, and Bill Clinton (Arkansas) in 1992 and 1996."
carter,"In Game 1 against the Spurs, Carter scored a team-high 16 points in a 106–74 loss."
carter,Carter ascended to full-fledged stardom in his second season — he averaged 25.7 points per game (fourth-highest in the league) and lifted Toronto to its first playoff appearance in franchise history.
carter,"On February 7, 2019, against the Raptors, Carter passed Jerry West for 21st on the NBA's all-time scoring list."
carter,"On February 3, 2009, Carter recorded his fifth career triple-double with 15 points, 12 assists and 10 rebounds in a 99–85 win over the Milwaukee Bucks."
carter,"Additionally, Gerald Ford, who served out the last two years and five months of Nixon's second term, sought a full term but was defeated by Jimmy Carter in the 1976 election."
carter,Carter opened a restaurant named for himself in Daytona Beach in 2010.
carter,"On January 28, 2018 against the San Antonio Spurs, Carter and Manu Ginóbili scored 21 and 15 points respectively; it was the first game in NBA history where two players over the age of 40 each scored at least 15 points."
carter,"""[24] In August 2001, Carter signed a six-year contract extension worth as much as $94 million."
carter,"On January 31, 2020, Carter moved up to 3rd place in all-time NBA games played with 1,523 passing Dirk Nowitzki in the process."
carter,Carter was named an Eastern Conference All-Star in 2006.
carter,"On March 16, 2014, against the Oklahoma City Thunder, Carter raised his career total to 23,010 points, becoming the 27th NBA player to pass the 23,000-point mark with a 3-pointer with 2:17 left in the third quarter."
carter,"On March 11, 2020, against the New York Knicks, Carter returned to the floor in the final seconds of the game, making a three-pointer in what would be his final game."
carter,Carter emerged as a star in Toronto as he won the 1999 NBA Rookie of the Year Award and the Slam Dunk Contest at the 2000 NBA All-Star Weekend.
carter,"When performed, much of the audience was speechless, including the judges, because none had seen these types of dunks before (Carter's first round 360 windmill dunk is reminiscent of Kenny Walker's 360 windmill dunk in 1989 except that Carter spins clockwise, whereas Walker spins counter-clockwise)."
carter,"On January 17, 2011, Carter recorded 29 points and 12 rebounds in a 129–121 win over the New York Knicks."
carter,Carter and 76ers star Allen Iverson both dominated in a seven-game series that see-sawed back and forth.
carter,"Carter was offered the Olympic spot but chose instead to take time off during the summer to rest and heal, as well as to get married."
carter,Carter appeared in just one of the Grizzlies' first 12 games of the 2015–16 season.
carter,"Carter was instrumental in leading the Raptors to their first-ever playoff appearance in 2000 before going on to lead them to a 47-win season and their first-ever playoff series win in 2001, advancing them to the Eastern Conference Semifinals."
carter,"In a 120–114 overtime win over the Washington Wizards on April 7, 2007, Carter and Kidd became the first teammates in over 18 years to record triple-doubles in the same game since the Chicago Bulls' Michael Jordan and Scottie Pippen achieved this feat against the Los Angeles Clippers in 1989."
carter,"On September 17, 2020, ESPN announced that Carter had signed a multi-year contract with them, serving as an NBA and college basketball analyst."
carter,"Without Carter during the playoffs, the Raptors were defeated in five games by the Detroit Pistons in the first round."
carter,Carter missed seven games early in the season with a kidney stone.
carter,Carter is the only player in NBA history to appear in a game in four different decades.
carter,"When asked about being booed in Toronto, Carter said, ""They watched myself and Tracy grow up."
carter,"Later in the interview, when asked about any words to the Toronto fans, Carter said, ""I appreciate the fans and whether you cheer for me, boo me, or hate me, I still love you."
carter,Orlando hoped Carter would provide center Dwight Howard with a perimeter scorer who can create his own shot—something the Magic had lacked when they were defeated in the 2009 NBA Finals by the Los Angeles Lakers.
carter,"Following off-season surgery,[22] Carter only managed 43 games during the 2002–03 season."
carter,"On July 12, 2014, Carter signed a multi-year deal with the Memphis Grizzlies."
carter,"At 40 years, 46 days old, Carter also became the oldest player to start an NBA game since Juwan Howard in April 2013."
carter,"""[34][35][36] On November 6, 2012, in an interview with TSN Radio 1050, Carter reiterated his love for the city and his appreciation for the Toronto Raptors organization."
carter,"George Dewey Class of 1858 Albert A. Michelson Class of 1873 William Daniel Leahy Class of 1897 Ernest King Class of 1901 William F. Halsey Jr. Class of 1904 Chester William Nimitz Class of 1905 Frank Jack Fletcher Class of 1906 Isaac Campbell Kidd Class of 1906 John Sidney McCain, Sr. Class of 1906 Raymond A. Spruance Class of 1906 Richmond Kelly Turner Class of 1908 Daniel Judson Callaghan Class of 1911 Norman Scott Class of 1911 Hyman G. Rickover Class of 1922 Robert Anson Heinlein Class of 1929 John Sidney McCain Jr. Class of 1931 Alan Bartlett Shepard Jr. Class of 1945 Walter Marty Schirra Jr. Class of 1946 James Earl Carter Jr. Class of 1947 Jeremiah A. Denton Jr. Class of 1947 James Bond Stockdale Class of 1947 James Benson Irwin Class of 1951 James Arthur Lovell Jr. Class of 1952 Thomas Patten Stafford Class of 1952 Henry Ross Perot Class of 1953 William Alison Anders Class of 1955 Charles Moss Duke Jr. Class of 1957 John Sidney McCain III Class of 1958 Bruce McCandless II Class of 1958 Robert McFarlane Class of 1959 Joe Bellino Class of 1961 Roger Thomas Staubach Class of 1965 Oliver Laurence North Class of 1968 James Henry Webb Jr. Class of 1968 Montel WilliamsClass of 1980 Wendy B. Lawrence Class of 1981 Napoleon McCallum Class of 1985 James Byrne Class of 1987 William D. Byrne Jr ✭✭ Class of 1987 Marc H. Dalton Class of 1987 John Fuller ✭✭✭ Class of 1987 Kenneth HamClass of 1987 Gregory N. HarrisClass of 1987 Gregory MasielloClass of 1987 David Maurice Robinson Class of 1987 Timothy J. WhiteClass of 1987 Sunita Lyn Williams Class of 1987 Doug Wojcik Class of 1987 Keenan Reynolds Class of 2016 Graduates include over 50 U.S. astronauts, including six who flew to the Moon,[d] more than from any other undergraduate institution in the U.S. Over 990 noted scholars in a variety of academic fields are Academy graduates, including 46 Rhodes Scholars and 24 Marshall Scholars."
carter,"On February 8, 2010, Carter had a season-high 48 points, 34 in the second half, when the Magic rallied from a 17-point deficit to defeat the New Orleans Hornets 123–117."
carter,"On December 18, 2010, Carter was acquired by the Phoenix Suns in a six-player trade with the Magic."
carter,Carter joined a Nets team with Jason Kidd and Richard Jefferson as the leading players.
carter,"A high school McDonald's All-American, Carter played college basketball for three years with the North Carolina Tar Heels and twice advanced to the Final Four of the NCAA Tournament."
carter,"Carter officially announced his retirement from the NBA on June 25, 2020,[136] over a month before the scheduled resumption of play on July 30, where the Hawks had not been invited to compete."
carter,"On November 1, 2016, Carter played in his 1,278th NBA game, tying him with A. C. Green for 25th on the NBA's career list."
carter,Carter turned aside a Sacramento rally in the third quarter by going 5 of 7 from long range and scoring 17 of Dallas' last 21 points in the period.
carter,"Carter also passed Charles Oakley for 24th on the NBA's career games played list with 1,283."
carter,"During the 2000 Summer Olympics in Sydney, Carter led the U.S. in scoring averaging 14.8 points a game."
carter,"In his first game back in Toronto, on April 15, 2005, Carter was heavily booed and jeered by Raptors fans."
carter,This was the only time Carter played in a conference finals series.
carter,"On February 6 against San Antonio, Carter joined Karl Malone, Dikembe Mutombo, Kareem Abdul-Jabbar and Robert Parish as the only 40-year-old players to record at least four blocks in a game."
carter,Carter attended Mainland High School in Daytona Beach.
carter,"Carter is also the cousin of Tracy McGrady, who is a basketball player."
carter,"Following trade rumours all season long, on December 17, 2004 new general manager Rob Babcock traded Carter to the New Jersey Nets for Alonzo Mourning, Aaron Williams, Eric Williams and two first round draft picks."
carter,Carter scored 50 points in Game 3 and set an NBA playoff record for most three-point field goals made in one game.
carter,"Born in Daytona Beach, Florida, Carter is the son of Michelle and Vincent Carter Sr. His parents divorced when he was seven."
carter,"On March 19, 2018, in a 106–90 loss to the Detroit Pistons, Carter had seven points to move past Patrick Ewing into 22nd place on the NBA's career scoring list."
carter,"In 2000–01, his third season, Carter averaged a career-high 27.6 points per game, made the All-NBA Second Team, and was voted in as a starter for the 2001 NBA All-Star Game."
carter,"During the 2000 NBA All-Star Weekend, Carter showcased arguably the most memorable Slam Dunk Contest event in its history."
carter,"[citation needed] American Civil Rights Movement leaders Vernon Johns, considered by some to be the founder of the American Civil Rights Movement, American educator, socialist and cofounder of the Highlander Folk School Myles Horton, civil rights attorney and chairman of the Fair Employment Practices Committee Earl B. Dickerson, Tuskegee Airmen commander Benjamin O. Davis, Jr., African-American history scholar and journalist Carter G. Woodson, and Nubian scholar Solange Ashby are all alumni."
carter,"On March 13, Carter made his first start of the season and made all eight of his shots, including six from beyond the arc, to score a season-high 24 points and lead the Grizzlies past the Milwaukee Bucks 113–93."
carter,"The next day, Sam Mitchell and Rob Babcock revealed on Sportsnet 590, The Fan that the night before Carter was traded to New Jersey, Carter phoned Mitchell to express his desire to stay in Toronto."
carter,"Carter finished with 46 points, a career-high 16 rebounds, and 10 assists."
carter,"In June 2019, Carter stated that he was planning to retire at the end of the 2019-20 NBA season."
carter,"On March 31, against the Milwaukee Bucks, Carter passed Karl Malone for fifth place on the all-time games played list with his 1,477th game."
carter,"In turn, CBS announcers Jim Nantz, Brad Nessler, Spero Dedes, Andrew Catalon, and Carter Blackburn appear on Turner network broadcasts along with analysts Jim Spanarkel, Bill Raftery, and Dan Bonner."
carter,"On February 24, 2016, with nine points scored against the Los Angeles Lakers, Carter passed Charles Barkley (23,757) for 24th in career points scored."
carter,"Notable shooting guards include Michael Jordan, Kobe Bryant, Dwyane Wade, Manu Ginobili, James Harden, Klay Thompson, Clyde Drexler, Jerry West, George Gervin, Vince Carter and Allen Iverson."
carter,"Prior to the 2013–14 season, Carter established himself as the Mavericks' sixth man, after the departure of Jason Terry."
carter,"""[47] Carter was acquired by the New Jersey Nets on December 17, 2004,[48] playing five seasons for them before departing in June 2009."
carter,"On December 23, 2005, Carter set an NBA record for the most free throws made in a quarter (4th quarter) with 16 against Miami."
carter,"On April 22, Carter became the first 40-year-old to make three or more 3-pointers in a playoff game during Game 4 of the Grizzlies' first-round series against the San Antonio Spurs."
carter,"In Game 7, Carter missed a potential game-winning shot with 2.0 seconds remaining."
carter,"Carter produced some of his highest numbers with the Nets, surpassing his 23.4 points per game with the Raptors to average 23.6 points per game over his tenure in New Jersey."
carter,"On January 4, 2020, during a 116–111 win over the Indiana Pacers, Carter became the only player in NBA history to have played in four different decades."
carter,"Carter has donated to his high school, Mainland High School, and he established charitable foundation, The Embassy of Hope, upon being drafted into the NBA in 1998."
carter,"On February 3, 2007, a statue of Carter was unveiled at Mainland."
carter,"During his sophomore and junior seasons, Carter helped North Carolina to consecutive ACC men's basketball tournament titles and Final Four appearances."
carter,"In his debut for the Hawks on October 17, 2018, Carter started at forward and scored 12 points in a 126–107 loss to the New York Knicks,[116] becoming the second oldest player in NBA history to start a season opener at 41 years and 264 days old."
carter,"Although the dunk was introduced by Vince Carter in the 2000 NBA Slam Dunk contest, Kobe Bryant was filmed performing the dunk two years earlier in 1998 at an exhibition in the Philippines[28] as well as Roy Hinson who performed the dunk during warm-ups for the 1986 NBA Slam Dunk contest."
carter,"Carter signed a sponsorship deal with Puma prior to his first NBA season, and his first signature shoe, the Puma Vinsanity, was released."
carter,"Carter moved into 25th in all-time NBA scoring during the game, passing Robert Parish (23,334)."
carter,"Carter quickly became a fan favorite with a soaring offensive game that earned him the nickname ""Air Canada""."
carter,"Carter scored 39 points and regarding the continued booing he insisted he held no grudges to the fans ""I know, deep down, that's just sports, that's the way it goes."
carter,Carter attended the University of North Carolina at Chapel Hill.
carter,Carter was initially drafted by the Golden State Warriors with the fifth overall pick in the 1998 NBA draft.
carter,"In the 2006–07 season, Carter was named as a reserve to the 2007 NBA All-Star Game,[52] marking his eighth All-Star appearance."
carter,"Carter married Ellen Rucker, a chiropractor, in July 2004; the couple divorced in 2006."
carter,"Carter averaged 29.6 points, 7.0 rebounds and 5.3 assists in 11 playoff games."
carter,Carter missed seven games in early December with a right hip flexor strain.
carter,An emotional Carter used his warm-up shirt to wipe tears running down his face as he pointed to his heart and waved to the fans in appreciation.
carter,"On August 24, 2018, Carter signed with the Atlanta Hawks."
carter,"In February 2003, Carter gave up his starting spot in the 2003 NBA All-Star Game to Michael Jordan to allow Jordan to make his final start as an All-Star."
carter,"Carter finished the 2006–07 season playing all 82 games, averaging over 25 points with a 21 PER."
carter,"In Game 3 of the Mavericks' first-round playoff series against the San Antonio Spurs, Carter drilled the game-winning 3-pointer with no time remaining on the clock to give the eighth-seeded Mavericks a 109–108 win and a 2–1 series edge over the top-seeded Spurs."
carter,"On December 12, 2011, Carter signed a three-year contract with the defending NBA champion Dallas Mavericks."
carter,Carter would finish with 39 points in a 101–90 New Jersey victory.
carter,"On January 22, 2020, Carter moved past Alex English for 19th on the NBA all-time scoring list."
carter,"While known early on in his career for his circus dunks, Carter became known for his 3-point shooting with the Mavericks."
carter,"On February 1, in a game against the Denver Nuggets, Carter hit his 2,000th career three-pointer, making him only the fifth player to ever reach that mark."
carter,Carter and his distant cousin Tracy McGrady formed a formidable one-two punch as teammates in Toronto between 1998 and 2000.
carter,"In May 1998, Carter declared for the 1998 NBA draft, following his classmate Jamison, who had declared earlier that spring."
carter,Carter admitted he channeled his frustrations in his personal life and Tracy McGrady leaving the Raptors before the Olympics.
carter,Vince Carter dunked while leaping over 7-foot-2 (2.18 m) French center Frédéric Weis in the 2000 Summer Olympics.
carter,"Jimmy Carter has become a global human rights campaigner, international arbiter, and election monitor, as well as a recipient of the Nobel Peace Prize."
carter,"On January 8, 2006 after a missed free throw by the Raptors, Carter hit a long three pointer at the other end with 0.1 seconds left to seal a 105–104 win to shock the Toronto crowd."
carter,"On December 7, 2001, Carter recorded 42 points, 15 rebounds, 6 assists and 5 steals against the Denver Nuggets."
carter,"On November 7, 2005, Carter threw down a very memorable dunk against the Miami Heat, over defensive stalwart, Alonzo Mourning."
carter,Carter visited with the Duquesne University men's basketball team in Pittsburgh as a show of support after five of its players were shot in September 2006.
carter,"Prior to the 2000 Summer Olympics, Carter signed with Nike as a 'signature athlete'[146] and his first signature Nike Shox shoe, a Nike Shox BB4 PE,[147] debuted and released publicly in 2000 to coincide with the Olympic games."
carter,"""[41] To this day, Carter remains as one of the Raptors' elite scorers in franchise history having amassed 9,420 points averaging 23.4 points per game during his 6+1⁄2-year run in Toronto ."
carter,"On November 19, 2014, nearly a decade after the trade, as a part of the Raptors' 20th anniversary celebration, the team paid tribute to Carter with a video montage during the first quarter of the Raptors–Grizzlies game."
carter,"On November 12, Carter made seven field goals against the Milwaukee Bucks to pass Gary Payton (8,708) for 21st in NBA history."
carter,"For the latter half of April and the whole first round playoff series against the Spurs, Carter was inserted in the starting lineup and played well."
carter,"On September 20, 2019, Carter re-signed with the Hawks[130] and played his first game on October 24, 2019, making his 22nd season official."
carter,"On November 21, 2008, Carter scored a season-high 39 points, including a game winning two-handed reverse dunk, as the Nets battled back from an 18-point deficit to defeat the Toronto Raptors 129–127 in overtime at the Air Canada Centre."
carter,"Off the court, Carter established the Embassy of Hope Foundation, helping children and their families in Florida, New Jersey and Ontario."
carter,"However Carter broke his contract with Puma prematurely, citing the ""shoes were hurting his feet"" and played out the rest of the 1999-2000 NBA season in various brands."
carter,[citation needed] In the 2000 NBA Slam Dunk Contest Carter used an elbow hang along with his reverse 360 windmill dunk and between-the-legs dunk.
carter,"On August 18, 2017, during the Players Voice Awards, Carter was named by the NBA Players Association as the Most Influential Veteran."
carter,Carter missed the final 22 games of the 2001–02 regular season due to injury.
carter,Carter replaced Kobe Bryant on the USA roster for the 2003 FIBA Americas Tournament while Bryant was undergoing surgeries on his knee and shoulder.
carter,"However, McGrady left in free agency to the Orlando Magic in August 2000, leaving Carter as the Raptors' franchise player."
carter,Carter was credited for becoming a leader following the All-Star break.
carter,"On December 9, 2011, following the conclusion of the NBA lockout, Carter was waived by the Suns, meaning the team only had to pay him $4 million of the $18 million he was due for the 2011–12 season."
carter,"Cornell's faculty for the 2005–06 academic year included three Nobel laureates, a Crafoord Prize winner, two Turing Award winners, a Fields Medal winner, two Legion of Honor recipients, a World Food Prize winner, an Andrei Sakharov Prize winner, three National Medal of Science winners, two Wolf Prize winners, five MacArthur award winners, four Pulitzer Prize winners, a Carter G. Woodson Scholars Medallion recipient, 20 National Science Foundation career grant holders, a recipient of the National Academy of Sciences Award, a recipient of the American Mathematical Society's Steele Prize for Lifetime Achievement, a recipient of the Heineman Prize for Mathematical Physics, and three Packard Foundation grant holders."
carter,"On June 25, 2009, Carter was traded, along with Ryan Anderson, to the Orlando Magic in exchange for Rafer Alston, Tony Battie and Courtney Lee."
carter,"Carter is now married to Sondi Carter, an NASM trainer."
carter,"On November 14, in a win over the Utah Jazz, Carter had his second 20-point game of the season, joining Michael Jordan and Patrick Ewing as the only players in NBA history to put up 20 points and 5+ rebounds off the bench at the age of 39,[92][93] with Carter being the oldest at 39 years and 287 days."
carter,"1961 1966 1967 1968 1970 1974 1980 1988 1989 1995 2004
Vincent Lamar Carter Jr. (born January 26, 1977) is an American former professional basketball player who serves as a basketball analyst for ESPN."
carter,"In July 2007, Carter re-signed with the Nets to a four-year, $61.8 million contract."
carter,"On December 27, 2017, Carter scored a season-high 24 points in a 109–95 win over the Cleveland Cavaliers."
stagg,Stagg entered Yale University in 1884 and received his bachelor's degree in 1888.
stagg,The athletic stadium at Springfield College is named Stagg Field.
stagg,"The Stagg Bowl can be traced back to 1969, prior to the inception of the D-III national championship."
stagg,Stagg is also an elected Fellow in the National Academy of Kinesiology (née the American Academy of Physical Education).
stagg,The most conspicuous figure on the floor was Stagg in the blue Yale uniform who managed to have a hand in every scrimmage.
stagg,"Naismith's disciple Amos Alonzo Stagg brought basketball to the University of Chicago, while Adolph Rupp, a student of Naismith's at Kansas, enjoyed great success as coach at the University of Kentucky."
stagg,"In 1969, Chicago reinstated football as a Division III team, resuming playing its home games at the new Stagg Field."
stagg,"The Stagg Bowl returned to Phenix City for five more years, before spending three seasons in Bradenton, Florida."
stagg,The following is a list of innovations Stagg introduced to American football.
stagg,"In the 1924 Summer Olympics in Paris, Stagg served as a coach with the U.S. Olympic Track and Field team."
stagg,Stagg is noted as a 'contributor' if he was one of a group of individuals responsible for a given innovation.
stagg,"The Alonzo Stagg 50/20 Hike goes through Arlington, Virginia, Washington, DC and Maryland."
stagg,"Stagg Field serves as the college's main athletic field; it was named after former coach, Amos Alonzo Stagg who briefly coached Springfield and went on to play a pivotal role in the development of modern football."
stagg,"The NCAA Division III National Football Championship game, played in Salem, Virginia, is named the Stagg Bowl after him."
stagg,"Naismith was a classmate of Amos Alonzo Stagg at the YMCA School, where Stagg coached the football team."
stagg,"Stagg was elected to the Basketball Hall of Fame in its first group of inductees in 1959, and was elected Fellow #71 in the National Academy of Kinesiology (formerly American Academy of Physical Education) in 1946."
stagg,Both sons played for the elder Stagg as quarterbacks at the University of Chicago and each later coached college football.
stagg,"The Amos Alonzo Stagg Award is awarded annually to the ""individual, group, or institution whose services have been outstanding in the advancement of the best interests of football."
stagg,"At University of the Pacific in Stockton, California, one of the campus streets is known as Stagg Way and Pacific Memorial Stadium, the school's football and soccer stadium, was renamed Amos Alonzo Stagg Memorial Stadium on October 15, 1988."
stagg,"Influential in other sports, Stagg developed basketball as a five-player sport."
stagg,Stagg was as a pitcher at Yale; he declined the offers to play for six different professional baseball teams.
stagg,"Amos Alonzo Stagg introduced such innovations as the huddle, the tackling dummy, and the pre-snap shift."
stagg,20–22 Harper recruited acclaimed Yale baseball and football player Amos Alonzo Stagg from the Young Men's Christian Association training school at Springfield to coach the school's football program.
stagg,"National champion Postseason invitational champion Conference regular season champion Conference regular season and conference tournament champion Division regular season champion Division regular season and conference tournament champion Conference tournament champion # denotes interim head coach # denotes interim head coach # denotes interim head coach # denotes interim athletic director # denotes interim head coach
Amos Alonzo Stagg (August 16, 1862 – March 17, 1965) was an American athlete and college coach in multiple sports, primarily American football."
stagg,"""[30] The winner of the Big Ten Football Championship Game, started in 2011, receives the Stagg Championship Trophy, named in his honor."
stagg,"The Stagg Tree, a giant sequoia in the Alder Creek Grove and the fifth largest tree in the world, is named in honor of Amos Alonzo Stagg."
stagg,"Although Stagg was cited in vegetarian literature as advocating a strict vegetarian diet throughout his life, in his memoir he stated that he was a vegetarian for only two years and did it in an attempt to relieve his chronic sciatic pain."
stagg,They became close friends and Naismith played on the football team and Stagg played on the basketball team.
stagg,"While coaching at the university, Stagg invented the numbered football jersey, the huddle, and the lighted playing field."
stagg,The event was organized by Amos Alonzo Stagg and sent invitations to state champion teams.
stagg,"Stagg was born in a poor Irish neighborhood of West Orange, New Jersey, and attended Phillips Exeter Academy."
stagg,"Chicago's Metallurgical Laboratory produced the world's first man-made, self-sustaining nuclear reaction in Chicago Pile-1 beneath the viewing stands of the university's Stagg Field."
stagg,The football field at Susquehanna University is named Amos Alonzo Stagg Field in honor of both Stagg Sr. and Jr.[25] Stagg was also the namesake of the University of Chicago's old Stagg Field.
stagg,"Naismith played football during his one year as a student at Springfield, where he was coached by Amos Alonzo Stagg and scored a touchdown in the first exhibition of indoor college football at Madison Square Garden."
stagg,"Stagg played on the 1888 team, and was an end on the first All-America Team in 1889."
stagg,Stagg is the namesake of the university's Stagg Field.
stagg,"Tom Benson Hall of Fame Stadium at Hall of Fame Village powered by Johnson Controls in Canton, Ohio, was originally awarded the 2020 and 2021 Stagg Bowls; however, the 2020 Championship was cancelled due to the COVID-19 pandemic."
stagg,Stagg later gave up his desire for the ministry and decided to become a coach and athletic director.
